,NA06984,NA06985,NA06986,NA06989,NA06994,NA07000,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11832,NA11840,NA11843,NA11881,NA11892,NA11893,NA11894,NA11918,NA11919,NA11920,NA11930,NA11931,NA11932,NA11933,NA11992,NA11994,NA11995,NA12003,NA12004,NA12005,NA12006,NA12043,NA12044,NA12045,NA12046,NA12058,NA12144,NA12154,NA12155,NA12156,NA12234,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12414,NA12489,NA12546,NA12716,NA12717,NA12718,NA12748,NA12749,NA12750,NA12751,NA12760,NA12761,NA12762,NA12763,NA12775,NA12776,NA12777,NA12778,NA12812,NA12813,NA12814,NA12815,NA12827,NA12828,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12878,NA12889,NA12890,NA18525,NA18526,NA18528,NA18530,NA18531,NA18532,NA18533,NA18534,NA18535,NA18536,NA18537,NA18538,NA18539,NA18541,NA18542,NA18543,NA18544,NA18545,NA18546,NA18547,NA18548,NA18549,NA18550,NA18552,NA18553,NA18555,NA18557,NA18558,NA18559,NA18560,NA18561,NA18562,NA18563,NA18564,NA18565,NA18566,NA18567,NA18570,NA18571,NA18572,NA18573,NA18574,NA18577,NA18579,NA18582,NA18591,NA18592,NA18593,NA18595,NA18596,NA18597,NA18599,NA18602,NA18603,NA18605,NA18606,NA18608,NA18609,NA18610,NA18611,NA18612,NA18613,NA18614,NA18615,NA18616,NA18617,NA18618,NA18619,NA18620,NA18621,NA18622,NA18623,NA18624,NA18625,NA18626,NA18627,NA18628,NA18629,NA18630,NA18631,NA18632,NA18633,NA18634,NA18635,NA18636,NA18637,NA18638,NA18639,NA18640,NA18641,NA18642,NA18643,NA18644,NA18645,NA18646,NA18647,NA18648,NA18740,NA18745,NA18747,NA18748,NA18749,NA18757,NA18486,NA18488,NA18489,NA18499,NA18501,NA18502,NA18504,NA18505,NA18507,NA18508,NA18510,NA18511,NA18516,NA18517,NA18519,NA18520,NA18522,NA18523,NA18853,NA18856,NA18858,NA18861,NA18864,NA18865,NA18867,NA18868,NA18870,NA18871,NA18873,NA18874,NA18876,NA18877,NA18878,NA18879,NA18881,NA18907,NA18908,NA18909,NA18910,NA18912,NA18915,NA18916,NA18917,NA18923,NA18924,NA18933,NA18934,NA19092,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19141,NA19143,NA19144,NA19146,NA19147,NA19149,NA19152,NA19153,NA19159,NA19160,NA19171,NA19172,NA19175,NA19184,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19201,NA19204,NA19206,NA19207,NA19209,NA19210,NA19213,NA19214,NA19222,NA19223,NA19225,NA19235,NA19236,NA19238,NA19239,NA19240,NA19247,NA19248,NA19256,NA19257
150129500,58,95,94,35,36,63,45,42,23,37,81,41,60,38,79,17,18,76,53,42,53,41,32,30,51,69,72,45,21,51,39,51,109,30,21,46,60,62,25,83,65,40,65,52,66,103,32,45,24,21,37,28,45,56,34,21,34,53,104,34,37,47,34,31,54,60,68,44,36,30,27,41,39,58,38,62,35,41,35,43,22,37,35,40,34,31,56,38,33,43,46,45,42,58,16,52,37,38,28,67,40,39,19,22,31,34,21,33,58,27,41,50,47,54,47,37,30,50,28,46,44,44,42,62,31,54,48,46,46,40,37,44,61,34,34,43,38,44,24,57,34,52,39,37,21,32,27,50,37,45,50,18,56,43,41,47,15,35,33,53,19,34,39,33,44,20,12,49,46,56,66,49,31,56,47,26,21,26,15,41,64,13,26,67,53,49,23,39,49,28,35,37,29,28,38,23,47,36,45,21,44,22,53,48,79,51,36,16,74,31,9,32,73,31,40,38,70,31,28,28,28,66,24,43,43,50,109,65,45,30,37,55,28,35,50,33,36,35,46,37,39,61,33,49,33,14,30,40,25,33,29,40,42,61,34,73,27,32,26,25,21,37,27,67,45,32,36,73,41,32,22,29,28,40,27,15,62,28,29,35,76,45,36,38,31,38,41,35,25,26,28,53,43,23,20,46,113,25,33,29,34,35,36,25,33,22,24,45,21,33
150130000,54,73,70,39,24,40,56,56,21,29,71,36,63,36,71,15,20,84,47,49,37,38,39,28,65,93,98,60,24,41,36,44,93,25,41,53,54,60,26,78,64,42,58,53,49,94,36,47,25,19,25,19,47,59,38,19,41,55,123,31,39,54,43,27,37,50,68,43,28,25,32,52,47,40,46,40,26,38,44,59,24,28,41,34,35,11,29,44,32,48,41,57,29,53,17,40,30,42,21,43,44,51,9,47,27,39,22,38,35,31,39,58,52,35,40,34,16,37,26,23,44,35,32,94,23,43,48,32,47,33,25,42,45,32,24,45,24,27,23,30,27,47,50,37,31,41,30,57,46,42,33,29,57,47,28,48,18,29,36,45,22,36,43,28,39,14,18,39,40,47,70,46,31,54,41,31,28,19,18,40,58,22,34,53,39,42,20,24,40,12,19,25,16,30,53,20,39,27,30,25,36,16,25,32,76,59,36,28,56,32,18,30,65,26,28,26,73,20,19,29,30,48,31,28,31,24,73,79,55,21,34,27,39,34,47,27,38,38,37,30,35,73,39,36,29,24,44,35,20,36,37,46,33,32,35,93,30,33,22,28,18,15,19,84,47,27,26,65,41,33,27,20,24,32,25,9,65,29,43,27,62,42,37,37,7,28,26,30,29,42,24,66,38,36,27,37,90,19,34,30,31,37,38,29,33,16,35,25,29,27
150130500,49,86,75,35,38,64,33,41,15,26,69,38,66,34,73,23,15,103,52,36,48,38,49,21,59,101,71,58,29,39,66,56,108,37,30,50,86,41,29,77,82,52,46,47,73,92,27,48,27,23,30,42,35,56,50,20,46,40,153,49,45,44,30,21,47,53,68,40,35,35,29,51,43,46,40,41,31,41,41,63,32,38,43,56,40,28,62,40,27,54,60,60,44,69,28,56,39,53,36,57,48,63,19,50,48,37,29,41,43,28,49,46,65,45,49,31,25,48,51,33,47,51,44,104,40,56,70,53,46,48,32,37,47,41,40,43,45,29,27,35,24,54,49,48,34,33,51,40,53,44,47,28,67,56,43,49,25,36,34,41,32,45,46,32,48,19,15,41,44,66,65,58,30,60,52,33,42,15,22,57,75,21,52,55,42,32,39,53,54,32,35,36,36,43,61,32,43,29,67,37,58,44,47,29,88,57,47,27,93,34,12,30,72,25,27,28,91,26,34,23,20,53,35,40,49,32,70,75,67,31,33,11,55,35,29,28,46,31,34,38,28,74,46,41,17,27,48,21,19,58,44,46,37,49,30,104,23,30,43,36,8,39,21,77,55,28,12,64,61,44,42,20,25,42,31,27,86,47,37,28,77,55,44,61,19,38,23,34,30,31,48,63,44,50,26,45,105,34,34,28,30,35,29,19,26,26,23,21,31,34
150131000,61,90,76,41,43,53,54,36,5,18,75,36,85,36,79,20,38,97,55,35,52,44,47,29,68,87,89,65,35,45,41,48,96,33,20,53,75,71,27,80,81,45,51,47,65,90,40,59,14,12,35,20,54,46,45,32,29,42,113,35,41,32,34,26,28,75,58,55,35,36,18,50,36,38,37,23,32,33,46,47,36,42,35,25,31,13,23,37,35,27,58,57,54,48,17,33,53,37,41,34,47,59,25,59,49,50,27,29,34,33,49,59,61,57,48,38,16,43,54,33,43,39,25,84,35,56,47,49,30,36,32,44,48,47,44,29,30,46,21,41,24,49,46,38,23,42,32,43,44,34,45,24,62,50,48,47,29,31,27,36,26,53,22,18,39,23,5,34,45,62,55,52,39,44,53,34,30,18,12,48,66,26,30,47,34,43,7,9,36,4,7,25,12,19,30,18,27,15,9,24,21,19,33,51,70,49,47,18,68,41,11,25,58,30,22,36,59,34,22,25,14,48,37,31,48,33,41,67,69,21,21,7,45,29,38,28,37,30,16,32,29,61,44,38,29,34,32,26,27,32,36,34,20,37,35,77,31,29,37,46,19,17,11,75,35,32,6,56,41,46,29,21,28,21,21,8,71,26,44,42,42,35,48,22,11,24,28,29,26,30,33,50,29,21,37,37,92,12,45,30,27,31,22,19,27,13,12,14,38,40
150131500,63,83,57,30,38,50,55,54,13,19,63,37,65,18,68,5,25,108,85,37,32,38,40,39,62,80,73,46,31,42,36,59,105,35,34,53,75,73,30,63,58,34,50,44,53,65,38,46,27,19,45,19,51,41,39,22,46,53,111,38,42,48,33,23,36,60,58,54,35,38,13,35,46,49,39,33,46,39,36,43,31,49,44,36,32,22,20,40,23,52,47,54,33,56,31,34,34,48,31,35,34,54,22,42,43,43,34,31,32,36,52,48,61,53,42,48,16,49,41,32,36,38,34,119,51,50,41,35,45,34,36,40,52,35,27,39,27,36,19,56,25,58,41,33,29,37,48,47,39,41,51,25,65,53,48,30,24,31,26,40,22,51,16,16,33,19,3,29,43,53,40,51,34,57,50,27,27,14,9,52,61,28,40,64,41,31,10,29,29,11,15,24,19,20,25,27,35,17,20,16,52,9,28,36,78,61,34,29,79,34,13,36,65,18,20,36,55,27,29,30,20,50,35,41,45,42,65,75,81,36,16,9,36,33,32,32,40,26,22,28,24,88,43,58,31,36,44,37,26,34,24,30,28,47,42,76,32,35,31,34,10,19,3,32,32,32,16,68,26,42,16,27,26,24,25,10,47,27,42,27,46,45,37,21,9,25,27,16,22,18,11,44,50,21,19,31,62,16,49,29,34,25,30,14,25,23,23,11,32,27
150132000,52,78,90,20,46,39,56,34,7,18,71,45,51,23,48,9,38,73,76,38,35,28,40,36,75,84,78,54,33,44,46,76,108,34,33,65,62,69,29,78,58,34,58,41,51,52,32,35,16,15,38,20,45,60,34,26,22,56,117,38,35,39,20,16,35,83,47,36,54,34,24,27,32,43,44,41,37,45,42,47,23,42,42,26,42,6,15,57,32,34,44,46,39,35,20,11,35,67,29,27,34,60,21,41,31,38,26,28,31,36,33,57,52,42,38,39,6,37,42,36,28,38,41,115,31,48,38,31,34,34,33,36,45,19,29,16,11,49,20,30,29,52,37,26,27,25,44,63,39,40,44,31,53,40,34,41,34,38,24,39,21,43,12,28,23,26,6,15,37,42,58,42,32,62,48,25,17,20,10,46,62,24,37,46,36,40,11,12,18,3,16,20,13,30,30,20,10,2,13,10,20,13,25,29,50,60,45,31,68,30,8,33,64,14,19,31,77,23,13,29,17,47,33,16,34,31,58,52,82,21,8,11,30,26,36,21,47,19,15,27,19,77,48,46,34,37,41,35,31,41,37,29,8,33,45,71,39,37,18,29,14,7,5,48,19,26,6,83,51,40,14,27,36,14,32,2,81,25,26,27,72,53,49,22,5,23,22,23,25,28,18,64,25,22,21,29,62,6,42,21,35,18,30,4,12,13,28,8,32,16
150132500,52,77,75,33,13,51,44,42,21,19,61,42,56,15,67,16,25,90,69,50,45,26,31,31,26,64,61,57,33,37,49,47,111,43,23,55,71,63,28,84,59,42,57,55,50,60,31,43,13,12,37,15,58,33,37,37,41,292,128,33,43,32,29,28,32,72,45,41,29,26,21,34,34,54,48,51,30,43,52,36,30,56,40,25,40,19,32,48,52,36,48,49,53,51,29,25,24,45,37,33,24,64,25,39,32,39,17,28,21,26,39,53,55,33,41,39,20,21,36,23,27,28,25,92,33,38,38,48,36,23,20,30,40,33,36,40,20,48,10,20,28,47,51,34,32,29,35,39,38,38,31,18,37,45,40,37,20,34,20,39,20,39,23,31,24,14,9,30,47,50,56,37,34,40,56,45,40,16,22,40,52,11,45,46,36,22,15,28,28,11,19,24,21,38,32,29,44,16,30,38,34,22,35,26,67,39,47,44,61,25,10,34,42,15,42,35,54,25,17,33,18,49,31,23,41,34,85,75,55,21,35,34,32,31,29,26,37,33,39,25,28,95,44,46,26,22,35,37,20,51,22,45,27,26,33,75,24,37,23,29,18,27,26,79,34,30,14,49,44,41,22,14,34,19,21,4,54,26,38,31,42,46,38,32,18,31,48,25,21,35,22,61,42,20,29,34,65,14,45,24,37,24,40,19,10,20,22,22,36,32
150133000,55,68,81,31,29,52,52,29,20,27,84,34,59,26,70,35,25,92,45,28,64,33,27,25,46,75,65,50,30,46,51,57,108,31,36,40,71,63,26,57,57,32,45,53,54,78,44,33,16,14,38,20,47,37,30,26,26,53,132,52,53,36,49,47,51,61,54,40,24,31,28,39,49,53,38,64,35,46,30,51,35,55,40,37,25,26,43,50,36,40,44,34,47,62,44,33,28,33,45,42,38,35,34,32,45,25,14,35,38,17,39,34,47,52,57,51,27,42,52,26,34,59,31,53,39,48,46,43,46,31,21,35,51,41,38,34,30,35,14,35,40,68,52,40,31,30,44,54,29,36,51,24,48,45,46,42,19,39,25,41,17,32,36,40,54,9,18,36,53,68,53,61,24,49,56,49,27,21,36,53,57,27,36,52,38,28,16,53,37,13,21,41,31,36,45,23,46,22,34,35,46,25,51,41,81,63,47,32,71,27,18,35,46,26,29,31,58,25,10,31,25,82,28,29,43,25,103,83,50,30,60,67,32,37,42,33,32,29,50,31,47,59,33,38,34,35,46,31,16,44,35,40,44,41,28,67,29,31,27,28,49,33,30,61,26,29,40,66,40,17,21,22,26,39,23,18,42,21,42,30,44,42,53,56,19,30,40,31,23,31,26,67,53,28,42,35,85,26,35,11,41,34,41,29,34,28,37,49,26,24
150133500,81,97,74,39,29,58,42,44,25,40,84,31,71,30,84,28,24,92,45,43,59,35,36,37,54,69,74,51,23,27,38,44,97,34,41,59,95,76,32,78,90,42,53,53,51,97,53,50,15,27,49,31,57,42,28,32,38,37,101,41,41,46,58,65,35,67,64,46,28,22,10,46,46,43,37,43,25,51,36,79,49,57,48,48,35,54,47,37,20,42,62,58,48,55,47,61,19,39,42,61,40,40,31,42,45,57,27,47,44,24,45,63,49,49,53,60,34,63,43,40,54,47,38,82,38,56,46,53,53,51,43,51,49,52,50,56,34,46,14,46,29,61,58,52,41,41,40,49,36,41,67,34,70,50,56,52,26,34,36,56,25,39,43,44,58,27,9,53,62,71,62,68,29,37,51,35,31,23,27,64,79,30,58,66,64,51,23,51,41,17,25,37,36,55,58,39,53,41,43,40,41,31,51,42,80,87,33,22,115,41,13,28,49,20,46,36,74,32,31,15,22,97,22,33,41,28,101,103,68,35,54,39,38,49,43,45,36,37,49,25,55,64,35,41,29,22,33,27,12,55,34,50,36,55,37,89,17,31,43,23,30,57,42,62,58,20,49,44,41,25,19,30,29,31,36,29,85,28,34,12,59,50,50,51,39,41,30,26,37,26,24,77,50,37,22,40,97,35,35,18,40,47,61,17,25,19,40,35,37,27
150134000,72,74,83,40,19,65,57,56,24,36,87,34,64,32,85,18,41,112,45,40,63,47,66,35,64,81,67,57,26,35,52,46,122,30,39,61,80,62,26,82,75,46,69,68,68,130,35,55,22,26,36,33,39,38,44,36,44,120,140,44,37,48,46,46,39,61,67,67,31,24,22,44,48,47,37,36,29,31,41,66,37,52,44,66,40,37,47,48,30,38,65,44,50,60,24,42,40,45,51,51,39,38,27,44,54,78,22,48,38,29,58,33,64,50,48,44,31,68,49,45,55,41,44,77,33,52,49,43,47,45,26,61,58,51,40,53,40,45,17,44,39,64,68,54,33,46,35,48,36,42,61,30,57,59,64,48,21,37,37,54,18,44,44,46,43,31,12,52,56,84,87,57,23,50,70,39,27,15,35,76,69,31,43,77,63,51,21,53,48,23,25,23,31,35,46,30,43,21,60,37,59,33,58,35,81,76,33,28,81,45,24,31,66,22,53,33,83,49,44,23,21,84,32,37,37,39,119,105,62,27,56,33,31,54,41,44,24,27,64,31,65,99,39,38,35,43,26,41,22,57,33,54,29,44,34,82,25,37,48,32,26,33,22,67,38,33,51,50,42,29,22,14,32,45,43,16,95,34,28,16,64,47,49,49,22,38,29,30,28,29,26,69,52,32,32,42,109,26,30,26,26,48,52,30,32,27,48,40,35,43
150134500,46,101,75,42,24,46,59,34,21,30,83,28,37,28,69,26,42,132,47,33,59,46,36,26,38,81,64,37,28,42,47,49,115,35,47,55,94,38,22,56,88,38,58,59,62,104,30,35,16,23,45,41,29,25,47,29,24,35,114,48,47,44,46,52,30,55,53,50,27,34,48,33,63,36,31,57,50,29,34,53,29,80,61,46,29,44,58,45,31,35,49,35,49,52,57,90,33,32,21,73,40,34,29,38,54,46,29,47,43,16,48,25,44,60,44,36,38,65,55,39,48,58,41,63,37,55,42,50,43,38,31,57,54,53,31,57,50,46,15,49,35,57,43,47,25,32,53,44,32,42,60,25,66,54,55,41,21,43,35,72,15,43,35,38,59,13,29,61,67,75,88,59,24,49,37,39,22,7,30,68,47,36,30,84,67,49,23,68,31,30,35,46,55,39,51,23,52,40,64,47,68,38,59,39,82,67,37,25,76,61,26,24,66,23,41,30,84,34,34,30,31,86,33,35,45,41,104,83,34,45,76,47,34,44,43,40,32,30,60,29,55,64,42,42,29,32,28,29,20,53,31,59,37,42,48,81,34,39,26,39,38,40,95,90,43,31,60,63,35,21,15,21,32,68,27,40,70,39,31,19,52,38,41,78,48,52,36,30,25,29,25,46,48,41,32,25,104,53,43,20,34,34,38,37,25,41,34,51,46,50
150135000,63,100,97,51,32,66,51,39,33,25,80,18,53,49,73,26,41,110,58,52,51,38,35,23,71,100,75,43,31,49,35,54,116,51,32,63,91,45,35,76,78,31,57,44,56,121,24,48,14,28,43,25,36,39,46,22,46,45,135,68,43,34,47,31,43,57,85,50,30,24,25,48,57,57,45,49,34,47,36,67,32,70,45,52,41,36,48,48,40,43,55,39,61,48,37,71,40,53,45,60,27,49,16,37,38,64,28,41,41,20,39,45,48,61,41,48,41,48,48,54,35,63,50,91,46,60,52,47,60,29,33,48,63,49,41,43,49,49,21,62,34,73,40,66,35,41,68,37,42,46,49,26,73,65,57,62,24,37,37,61,15,33,38,28,70,16,13,49,59,99,81,54,28,42,35,35,22,29,25,71,55,29,42,74,64,75,30,66,41,18,26,30,42,36,45,29,55,30,48,55,62,43,44,45,83,80,36,29,102,37,13,33,61,19,40,26,91,34,25,23,26,96,31,49,40,30,67,110,55,41,50,21,35,37,55,29,42,41,39,28,49,74,56,43,43,28,33,42,22,73,34,59,32,45,35,85,34,28,30,35,31,53,36,58,51,32,32,88,30,30,35,25,36,41,24,29,83,34,40,21,58,55,47,59,30,25,38,32,24,23,13,48,39,41,36,43,131,38,37,23,37,40,32,36,16,18,41,40,27,40
150135500,61,76,78,39,34,62,44,45,15,26,80,27,58,39,73,6,52,137,64,41,43,30,28,27,57,88,69,38,37,47,43,40,107,36,25,75,65,57,40,85,83,42,45,50,35,85,28,59,17,20,35,19,36,46,46,25,27,78,146,61,34,35,28,32,25,60,87,48,29,37,29,44,62,58,44,54,33,42,42,56,36,58,39,51,32,24,23,37,38,46,62,23,48,65,30,34,44,39,41,45,34,50,17,34,35,52,28,33,35,24,46,63,69,60,46,63,29,46,35,44,40,47,40,108,48,60,42,42,49,24,33,38,47,46,38,34,38,40,30,51,35,54,44,70,33,51,50,43,36,38,54,28,80,51,43,49,16,37,24,54,18,43,38,23,56,22,6,47,51,66,61,57,22,31,37,48,26,26,21,71,68,24,46,64,44,48,17,49,38,15,13,28,29,23,48,19,61,36,41,24,42,27,51,37,68,62,40,25,72,33,14,33,46,14,29,34,73,42,20,28,34,60,37,43,37,22,79,92,75,33,34,14,42,37,41,35,37,37,36,32,64,86,51,41,46,15,35,27,19,53,29,33,16,42,40,92,36,42,26,27,11,17,21,48,40,36,17,78,37,30,28,23,20,37,26,16,66,19,33,19,57,32,45,54,20,31,17,17,20,17,28,33,32,28,15,36,92,39,50,36,31,29,48,32,27,14,30,28,27,26
150136000,46,90,96,24,34,59,28,50,29,23,77,43,46,20,80,12,28,110,49,42,50,26,39,35,38,78,61,29,44,30,30,45,92,37,33,74,63,57,33,62,63,40,41,55,54,75,25,32,15,18,28,29,44,45,39,40,28,70,127,42,42,40,50,37,37,55,58,52,28,33,20,35,48,51,38,58,35,38,40,49,29,54,43,34,31,44,52,40,30,41,44,35,45,50,29,36,27,32,33,47,33,39,28,38,41,44,21,23,27,16,53,41,40,36,38,42,19,40,24,24,23,42,20,80,32,43,39,32,35,29,26,34,37,26,28,34,46,23,18,42,25,47,36,41,24,37,44,47,31,39,49,17,47,46,43,32,21,34,30,58,9,36,35,34,40,15,3,39,44,44,43,43,20,43,40,64,22,15,19,40,44,23,33,53,47,33,17,32,57,25,17,22,19,34,41,35,34,25,64,37,39,22,42,32,84,61,38,31,51,36,27,46,73,16,39,43,72,33,17,37,37,68,44,31,24,22,107,83,66,33,50,65,25,29,23,25,19,38,44,38,47,77,33,28,19,16,38,18,23,33,29,56,21,55,38,90,32,34,19,41,30,32,30,58,26,25,47,47,34,26,10,23,34,33,27,12,48,30,35,14,57,37,32,32,54,23,25,25,23,31,26,38,41,28,23,53,75,35,30,28,27,34,42,19,15,21,43,47,44,33
150136500,63,77,85,31,30,56,59,39,12,19,89,33,48,24,71,9,38,94,53,37,31,41,38,27,47,68,67,54,32,31,42,47,110,22,32,57,63,51,26,82,68,41,52,59,37,78,25,30,23,17,26,18,41,34,48,24,31,46,141,29,35,43,27,14,31,51,70,35,28,45,11,47,35,55,42,45,34,34,43,63,29,49,39,12,34,6,14,44,25,44,40,71,55,44,8,11,41,40,46,42,37,53,14,42,43,37,29,33,30,22,52,46,52,41,40,31,9,46,53,30,34,43,36,112,34,42,29,30,55,41,21,28,45,25,35,24,28,36,19,44,24,32,39,38,19,30,32,44,31,38,50,21,44,42,30,34,36,26,23,50,18,34,21,24,34,30,2,29,40,42,31,40,31,63,52,38,32,20,12,38,43,19,35,49,47,44,8,18,15,4,6,10,12,23,12,20,30,4,11,10,20,7,32,42,71,43,33,22,47,25,6,40,80,17,25,42,64,32,25,27,18,46,34,26,31,18,54,58,64,23,24,9,31,38,34,26,37,29,26,26,22,76,47,25,21,28,35,29,25,46,32,37,13,55,37,100,26,39,22,27,14,14,2,43,20,18,14,50,47,33,35,19,39,4,27,2,43,22,42,25,53,44,62,37,2,29,32,36,21,21,31,48,30,25,26,41,46,4,34,30,29,32,39,16,31,4,32,17,37,23
150137000,52,89,106,38,29,33,59,30,21,22,68,29,69,21,77,17,47,93,58,38,44,52,48,17,56,93,51,54,30,38,32,51,99,34,36,58,68,53,25,75,67,46,64,54,45,117,40,39,15,15,31,24,30,39,36,23,41,44,124,38,33,48,25,33,33,71,53,50,30,38,8,35,53,39,39,27,49,44,39,52,31,59,56,54,31,20,31,40,24,41,47,51,47,41,31,57,43,39,55,47,34,50,25,47,47,44,19,25,35,21,48,33,36,29,55,42,12,55,47,31,42,51,46,95,49,69,40,41,46,46,29,39,31,36,58,40,21,44,29,43,29,58,57,46,27,41,24,44,48,47,55,27,53,44,33,35,24,32,26,32,29,34,37,42,26,15,11,36,63,59,57,38,32,41,51,41,22,23,23,41,55,22,39,60,44,52,22,31,41,27,34,18,38,32,28,27,43,29,41,41,52,29,46,37,77,56,30,26,73,23,14,33,70,26,41,32,87,40,29,24,26,37,22,34,52,26,76,96,58,36,28,26,20,37,46,37,33,30,35,32,26,52,47,36,24,25,26,26,21,35,31,45,26,51,51,77,30,33,34,35,17,34,22,62,30,36,43,67,33,37,11,17,22,59,30,8,66,24,48,32,54,53,50,48,25,35,26,28,18,25,24,47,24,34,25,46,83,32,36,41,30,35,47,26,26,23,34,17,31,38
150137500,50,76,75,27,35,47,44,38,25,28,78,33,65,27,78,29,38,76,62,38,51,40,38,27,45,76,59,54,28,35,37,62,85,42,42,45,83,43,26,75,70,50,63,47,57,109,32,37,25,18,37,28,52,43,39,21,29,32,112,37,38,45,45,35,26,69,49,45,29,25,10,50,57,47,42,58,38,45,30,50,25,47,40,42,14,26,35,37,30,29,50,41,32,69,32,30,17,51,37,66,28,39,20,29,44,43,18,29,42,19,36,47,53,36,45,45,24,53,37,26,42,47,36,90,40,57,53,43,33,30,29,33,26,38,44,26,27,30,21,43,35,58,64,56,23,34,30,45,43,34,46,27,52,35,36,29,17,45,28,45,26,37,36,38,36,23,10,52,66,61,61,63,31,50,39,35,28,19,28,53,49,24,35,59,48,43,14,27,33,15,18,23,33,22,37,27,31,18,24,26,33,30,44,32,69,65,39,19,82,46,15,38,59,28,36,26,72,22,18,20,29,30,28,31,56,36,77,105,51,40,46,24,15,34,43,35,27,32,49,31,54,92,44,44,22,30,32,30,15,26,31,51,24,35,42,64,24,34,37,31,27,27,20,53,37,28,48,62,38,42,27,22,27,38,37,10,55,40,43,24,49,39,38,47,14,30,20,24,17,32,34,54,32,18,24,32,90,23,38,38,28,48,27,32,25,25,46,34,34,37
150138000,55,73,94,35,42,66,44,34,36,29,90,36,53,36,81,21,30,90,55,42,58,41,35,26,48,103,73,52,32,38,32,68,100,37,46,53,113,71,28,76,70,30,55,50,57,93,47,34,22,18,31,30,45,36,39,30,31,30,93,55,35,42,53,41,42,60,53,53,27,46,17,53,52,52,44,51,44,43,34,54,31,64,49,51,26,39,33,32,32,38,37,39,43,49,28,21,30,40,48,46,36,36,20,40,41,35,17,29,38,22,33,35,50,44,53,46,32,55,38,33,37,34,27,60,31,47,38,19,39,24,31,40,50,30,40,27,30,40,18,29,30,58,50,55,41,34,48,45,49,37,41,15,51,51,46,49,18,43,33,36,7,38,28,27,44,18,17,45,51,59,47,57,40,51,59,27,41,13,25,57,53,18,29,52,59,49,20,37,27,13,30,24,42,43,37,32,30,30,47,33,33,24,55,34,86,73,32,20,58,53,24,39,55,31,29,31,90,44,23,25,31,59,31,24,43,27,99,82,53,35,81,67,26,36,35,25,36,33,75,24,46,61,36,43,22,27,17,20,23,50,31,41,38,46,33,85,35,34,24,30,39,42,27,83,46,28,60,56,32,36,20,13,20,36,40,23,66,42,45,20,63,39,25,51,38,29,27,17,26,20,27,68,45,34,25,35,91,30,27,26,38,49,25,26,32,37,39,53,25,31
150138500,36,83,74,55,29,53,29,27,40,35,62,30,61,31,58,22,35,107,27,25,34,39,37,13,41,80,71,45,30,25,26,36,71,34,28,43,74,57,37,46,67,25,31,59,63,60,38,22,14,8,26,19,42,21,28,29,26,25,79,59,41,45,38,59,37,45,40,71,16,24,27,25,55,34,24,25,41,41,45,47,23,59,30,65,38,66,38,30,21,32,21,16,39,52,58,62,29,31,25,57,48,30,20,23,43,27,15,36,45,13,21,19,29,43,57,59,55,71,43,30,49,31,37,48,33,45,44,32,26,25,27,41,67,28,32,32,53,23,18,25,36,64,41,57,37,41,57,43,36,39,61,6,52,64,38,57,14,42,38,48,7,28,39,34,52,8,25,67,71,58,67,55,40,37,42,26,47,7,27,52,45,8,39,55,51,44,47,61,36,40,35,13,38,38,47,21,32,32,56,51,42,38,61,32,59,64,24,47,50,44,18,37,49,26,34,34,71,43,15,29,15,89,24,40,54,35,86,62,45,29,86,81,28,26,31,32,27,30,59,27,39,46,34,46,25,30,23,41,13,29,29,48,52,33,40,71,38,34,27,33,41,72,76,89,42,27,44,55,28,16,5,17,24,68,28,41,39,24,46,24,39,43,25,66,56,31,37,17,33,18,33,64,32,30,25,25,60,68,26,14,55,26,29,24,37,33,54,49,45,36
