,NA06984,NA06985,NA06986,NA06989,NA06994,NA07000,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11832,NA11840,NA11843,NA11881,NA11892,NA11893,NA11894,NA11918,NA11919,NA11920,NA11930,NA11931,NA11932,NA11933,NA11992,NA11994,NA11995,NA12003,NA12004,NA12005,NA12006,NA12043,NA12044,NA12045,NA12046,NA12058,NA12144,NA12154,NA12155,NA12156,NA12234,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12414,NA12489,NA12546,NA12716,NA12717,NA12718,NA12748,NA12749,NA12750,NA12751,NA12760,NA12761,NA12762,NA12763,NA12775,NA12776,NA12777,NA12778,NA12812,NA12813,NA12814,NA12815,NA12827,NA12828,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12878,NA12889,NA12890,NA18525,NA18526,NA18528,NA18530,NA18531,NA18532,NA18533,NA18534,NA18535,NA18536,NA18537,NA18538,NA18539,NA18541,NA18542,NA18543,NA18544,NA18545,NA18546,NA18547,NA18548,NA18549,NA18550,NA18552,NA18553,NA18555,NA18557,NA18558,NA18559,NA18560,NA18561,NA18562,NA18563,NA18564,NA18565,NA18566,NA18567,NA18570,NA18571,NA18572,NA18573,NA18574,NA18577,NA18579,NA18582,NA18591,NA18592,NA18593,NA18595,NA18596,NA18597,NA18599,NA18602,NA18603,NA18605,NA18606,NA18608,NA18609,NA18610,NA18611,NA18612,NA18613,NA18614,NA18615,NA18616,NA18617,NA18618,NA18619,NA18620,NA18621,NA18622,NA18623,NA18624,NA18625,NA18626,NA18627,NA18628,NA18629,NA18630,NA18631,NA18632,NA18633,NA18634,NA18635,NA18636,NA18637,NA18638,NA18639,NA18640,NA18641,NA18642,NA18643,NA18644,NA18645,NA18646,NA18647,NA18648,NA18740,NA18745,NA18747,NA18748,NA18749,NA18757,NA18486,NA18488,NA18489,NA18499,NA18501,NA18502,NA18504,NA18505,NA18507,NA18508,NA18510,NA18511,NA18516,NA18517,NA18519,NA18520,NA18522,NA18523,NA18853,NA18856,NA18858,NA18861,NA18864,NA18865,NA18867,NA18868,NA18870,NA18871,NA18873,NA18874,NA18876,NA18877,NA18878,NA18879,NA18881,NA18907,NA18908,NA18909,NA18910,NA18912,NA18915,NA18916,NA18917,NA18923,NA18924,NA18933,NA18934,NA19092,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19141,NA19143,NA19144,NA19146,NA19147,NA19149,NA19152,NA19153,NA19159,NA19160,NA19171,NA19172,NA19175,NA19184,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19201,NA19204,NA19206,NA19207,NA19209,NA19210,NA19213,NA19214,NA19222,NA19223,NA19225,NA19235,NA19236,NA19238,NA19239,NA19240,NA19247,NA19248,NA19256,NA19257
150297000,71,85,78,21,45,65,40,41,25,30,71,35,74,32,77,10,22,77,37,46,47,41,39,45,48,78,64,35,31,32,37,46,131,29,30,52,53,73,30,56,67,33,40,61,37,144,32,48,25,13,25,25,37,35,55,33,29,66,123,64,51,29,58,59,28,62,50,41,35,33,20,33,46,72,35,42,31,58,44,42,21,43,34,40,44,35,32,36,42,46,46,50,40,44,36,34,28,46,29,29,46,47,26,59,57,26,20,35,28,34,55,38,68,57,60,35,19,49,29,48,43,46,34,81,30,46,36,57,47,28,31,49,49,50,50,48,41,42,20,31,31,59,39,47,30,43,27,54,38,30,41,18,62,54,43,52,29,32,35,51,18,31,32,36,50,15,8,39,63,76,77,56,23,44,29,35,27,15,20,57,47,24,50,77,59,52,19,38,37,15,23,26,13,34,33,23,34,21,33,25,31,25,46,26,71,54,28,25,71,32,13,30,81,30,35,25,71,56,27,25,28,40,26,41,39,46,139,107,49,26,72,50,27,34,40,29,35,26,74,36,67,81,54,41,38,23,42,19,19,25,26,36,17,30,26,63,37,32,51,34,49,33,22,65,27,36,63,49,32,34,25,24,29,26,33,12,63,22,34,12,38,65,37,33,17,34,43,31,18,34,17,53,25,24,19,48,113,18,47,22,35,44,40,31,22,33,35,41,32,35
150297500,60,72,86,34,40,57,54,33,19,31,79,30,76,32,92,22,29,114,56,34,39,40,45,36,60,99,57,43,23,46,40,56,121,33,24,49,72,64,32,80,50,54,52,41,72,89,44,54,24,31,27,16,44,42,38,28,33,51,132,42,51,46,44,38,23,54,81,42,39,43,20,37,40,38,40,47,32,33,37,40,18,47,43,74,37,40,44,35,35,52,32,31,58,59,40,44,39,55,41,79,55,45,16,51,68,43,18,40,35,23,48,61,56,32,46,32,24,65,41,37,46,59,41,112,37,52,52,53,42,36,22,46,58,46,42,46,51,43,22,35,43,68,57,37,24,38,53,64,51,52,54,21,58,56,46,50,27,39,31,59,20,61,60,34,47,20,16,44,53,75,57,62,31,56,51,50,31,22,22,52,57,21,45,60,62,61,25,42,54,16,24,22,31,28,46,35,46,32,43,30,60,27,47,38,76,58,35,21,53,28,19,31,69,35,27,36,62,28,30,27,21,77,25,29,35,40,93,89,60,18,48,38,33,34,48,35,44,34,50,30,38,85,71,40,34,32,26,24,18,51,49,30,43,65,28,93,26,35,45,23,31,46,27,68,41,22,36,66,48,50,14,28,40,46,37,12,77,19,38,20,51,54,50,40,29,45,35,14,31,30,29,53,49,22,22,44,114,33,40,20,40,20,40,26,23,17,37,45,35,31
150298000,60,88,95,38,43,47,66,36,24,32,85,19,69,40,87,9,34,111,66,35,36,33,41,26,76,82,77,46,30,43,43,46,126,30,36,64,76,55,23,79,68,61,39,28,48,78,43,51,13,27,24,19,39,48,40,29,27,79,146,51,46,45,29,19,32,68,65,29,40,54,17,47,41,57,47,41,34,45,34,57,39,51,37,40,39,22,25,38,35,42,51,46,53,56,44,23,36,61,44,61,54,69,15,43,54,42,28,31,46,26,61,72,81,37,54,34,33,63,48,37,56,41,52,125,39,66,72,51,44,50,34,63,58,50,41,45,43,58,23,45,35,49,42,57,29,40,47,68,46,41,56,22,59,60,50,44,25,29,27,51,20,59,53,38,46,23,7,47,57,57,63,57,32,60,46,43,43,25,17,55,50,35,42,58,61,44,22,25,53,12,35,21,30,26,63,27,61,36,38,31,58,22,42,32,71,42,47,27,65,30,10,32,68,21,27,37,65,29,30,32,23,69,32,32,39,32,49,88,59,24,27,6,40,37,52,36,44,31,16,26,34,97,48,28,26,20,32,24,27,44,38,48,29,40,40,75,35,28,47,30,17,31,24,40,63,27,14,61,42,50,16,19,34,33,31,15,61,22,30,17,62,36,57,47,27,31,26,32,16,35,30,83,33,25,29,46,69,30,45,35,39,32,44,29,33,16,30,8,27,33
150298500,71,101,112,41,29,53,43,39,29,40,103,28,63,40,93,36,62,98,45,42,47,35,39,36,55,106,83,53,27,46,24,67,113,38,37,71,94,60,29,83,65,42,61,58,64,117,31,45,19,27,47,24,38,39,34,23,39,41,126,48,55,45,46,48,34,63,61,36,33,39,21,43,53,45,26,35,26,36,41,61,39,66,47,59,27,32,52,37,26,49,46,41,37,54,49,64,49,40,49,74,45,54,25,55,48,59,25,29,40,34,59,53,59,43,70,43,28,59,74,41,53,40,44,90,57,52,74,52,45,54,41,52,55,44,42,44,45,50,23,53,40,75,54,38,35,40,57,59,28,43,53,33,70,60,56,60,19,36,43,67,29,40,37,31,49,16,14,69,55,80,81,64,32,51,48,45,33,27,24,48,54,34,29,50,63,49,26,47,35,25,28,15,43,27,47,22,58,43,64,39,44,42,70,36,73,82,29,29,87,36,35,30,89,31,38,33,90,37,18,28,35,58,34,32,43,51,63,116,64,31,67,7,39,36,62,42,53,38,53,31,54,103,47,38,28,22,29,26,24,37,34,40,56,55,36,74,35,36,40,44,43,47,39,58,53,16,38,62,46,46,33,28,30,52,21,38,93,40,42,25,67,54,50,38,53,32,25,34,28,24,26,61,53,29,40,45,105,48,40,30,34,42,28,37,46,19,51,34,46,32
150299000,54,91,72,26,36,45,52,61,4,13,74,28,53,34,77,9,42,84,73,45,26,37,35,32,47,82,48,42,22,45,40,43,110,34,33,62,60,65,33,47,67,66,59,29,44,91,36,46,29,25,41,26,43,40,39,25,30,41,146,41,31,52,24,22,31,47,64,42,27,34,22,63,28,49,37,50,39,41,49,49,26,59,40,33,21,28,11,47,30,48,35,50,47,43,18,20,30,50,54,64,40,44,17,41,44,34,25,35,43,29,67,57,68,31,47,34,15,49,49,33,43,34,40,152,45,52,55,35,28,45,29,33,32,45,46,36,31,42,27,38,16,44,33,38,22,30,35,57,34,42,33,32,59,46,40,27,26,29,28,50,26,44,23,19,34,28,6,21,44,49,61,51,28,54,46,39,34,21,12,47,55,24,34,42,53,32,1,22,26,7,12,20,11,23,28,16,18,7,18,23,29,20,39,23,52,65,42,27,69,45,10,32,70,28,23,44,58,25,27,23,22,27,34,27,47,27,62,62,92,22,15,4,27,16,40,33,35,30,26,17,23,125,54,30,20,23,43,18,21,28,32,41,16,41,39,79,29,23,31,33,22,16,8,20,29,29,13,57,44,50,24,16,33,7,23,11,24,16,32,17,48,30,47,29,7,20,32,14,15,28,32,36,36,19,31,36,49,17,58,31,31,27,39,6,25,11,21,15,42,31
150299500,47,80,76,28,35,57,34,52,6,26,68,31,65,37,79,4,35,51,58,50,24,35,47,30,59,73,49,37,26,41,44,57,128,35,30,58,44,48,25,69,66,34,54,42,60,69,36,48,15,28,53,14,57,46,39,26,28,58,143,61,24,44,17,20,33,52,52,40,35,45,22,46,29,58,38,54,29,31,44,45,33,38,50,34,46,34,22,44,38,55,42,46,49,49,18,25,37,37,36,47,43,58,15,49,31,32,30,35,30,34,69,47,44,26,37,37,9,43,58,50,42,43,36,136,55,56,56,49,36,31,55,46,43,20,41,34,40,42,25,53,18,40,47,48,27,33,40,51,45,46,46,31,58,52,36,37,22,29,19,38,19,54,27,34,36,26,11,30,55,54,59,61,36,37,52,33,20,29,8,44,57,30,39,46,58,31,12,33,41,11,20,25,18,28,26,14,38,12,21,26,38,10,55,28,79,70,43,20,62,43,5,20,46,25,30,34,94,19,40,29,20,37,27,44,33,30,54,64,78,14,11,2,22,35,39,34,44,24,14,27,18,94,56,33,25,36,41,24,12,30,37,53,17,36,45,89,24,26,23,32,16,36,12,37,29,41,4,65,36,30,18,26,42,34,26,7,68,31,26,16,60,36,41,29,32,36,30,25,16,27,24,43,51,25,28,38,67,11,57,21,21,30,42,21,18,15,17,14,25,47
150300000,46,97,77,29,22,58,47,44,14,38,92,30,79,28,83,24,45,116,66,37,47,32,42,28,48,87,56,49,22,36,33,41,109,30,43,36,83,71,26,66,72,36,54,51,73,128,35,46,9,18,34,21,40,38,36,33,35,60,139,51,52,53,29,49,37,62,84,46,33,44,12,60,56,60,31,55,38,44,43,64,34,45,41,78,38,43,50,50,36,46,54,40,52,46,43,51,28,35,56,76,44,39,23,32,44,75,27,41,43,31,72,51,53,40,50,53,26,57,70,52,54,65,23,112,45,70,59,35,59,39,47,52,54,43,42,60,51,51,26,39,35,62,67,61,43,37,60,57,37,50,38,38,54,50,34,44,20,34,27,52,27,46,31,46,59,29,19,61,56,80,63,64,38,50,51,40,29,33,26,67,76,25,46,55,53,33,23,61,62,42,27,22,37,40,43,29,50,50,27,48,50,34,77,48,77,54,29,36,75,36,17,21,69,34,47,22,79,49,35,27,15,91,29,38,38,37,88,108,56,31,52,24,40,48,54,39,28,32,57,24,52,83,45,47,26,22,29,26,16,37,40,49,41,49,45,109,31,28,23,31,39,46,39,85,45,33,45,56,43,32,13,15,37,62,25,26,72,31,38,14,40,35,44,55,51,54,42,17,32,34,23,61,45,17,33,41,116,56,49,24,40,67,32,20,27,23,31,36,35,38
150300500,52,88,89,28,22,54,41,33,11,26,73,29,74,39,87,8,39,96,51,44,38,37,27,27,48,94,66,60,26,39,46,58,110,36,39,65,101,53,38,77,56,37,52,48,50,54,34,45,33,31,34,34,58,31,43,33,27,77,140,41,44,60,23,26,34,84,69,54,36,43,28,53,49,49,34,40,36,42,36,47,39,46,43,41,40,38,29,47,29,58,44,45,48,52,35,28,36,48,62,39,36,53,23,43,36,42,33,48,50,32,69,65,65,36,53,41,23,54,50,40,50,38,39,110,35,57,28,44,60,45,34,53,69,34,47,39,50,48,20,43,20,67,47,36,22,31,42,52,46,39,33,35,31,42,44,50,20,32,35,44,21,47,46,31,34,18,12,37,55,70,55,56,20,51,37,62,18,12,15,60,63,33,42,49,48,35,9,25,43,18,16,32,33,29,24,20,43,26,28,15,35,14,37,48,67,57,42,16,80,33,16,34,56,29,31,25,65,32,21,31,20,51,38,31,44,31,55,64,56,33,35,8,49,39,52,31,35,30,31,28,26,93,27,33,28,36,36,25,38,33,38,51,27,44,37,80,43,31,27,32,23,18,16,54,49,45,17,71,31,39,21,19,38,31,45,6,60,38,33,27,40,39,54,44,10,19,31,20,25,33,25,57,42,22,29,45,68,14,50,46,38,36,44,13,24,12,33,23,44,31
150301000,64,81,89,41,38,43,43,32,9,31,78,20,65,53,81,15,41,116,57,49,24,25,32,24,59,87,86,51,31,39,41,55,116,35,44,58,94,73,40,76,45,38,54,49,48,94,59,39,24,26,40,20,63,34,41,29,33,61,149,51,45,54,38,20,42,60,73,48,44,34,18,63,53,46,40,47,32,54,42,60,34,52,39,22,25,12,25,42,35,45,44,50,47,55,11,21,42,41,44,26,42,44,23,47,33,41,22,40,47,21,58,47,68,34,33,37,13,52,48,42,25,25,46,128,42,54,36,45,48,40,25,42,48,36,44,20,41,32,23,40,16,50,44,28,25,29,28,38,43,37,26,19,36,42,38,38,20,27,27,41,31,58,34,30,29,23,20,31,44,56,54,46,28,50,53,36,40,18,17,39,51,22,42,48,38,34,6,6,22,13,19,24,18,36,19,23,29,11,20,11,43,13,46,36,64,59,55,24,94,25,4,34,58,23,34,21,84,35,23,37,28,55,29,26,55,36,45,75,75,38,23,8,34,34,46,19,44,39,25,29,30,87,43,21,34,39,42,31,28,47,45,36,21,41,32,84,34,33,21,36,20,12,16,54,24,26,7,76,52,48,22,18,25,16,41,8,76,37,38,35,59,52,35,29,18,16,27,22,29,28,19,45,41,24,32,54,81,21,64,23,29,42,49,22,19,18,27,17,39,40
150301500,52,84,82,25,33,30,50,41,8,23,62,22,74,31,61,6,31,81,70,37,18,37,19,20,49,69,59,43,27,24,47,48,92,37,45,44,66,49,20,61,43,38,54,51,42,61,40,43,21,28,45,12,46,26,48,21,33,61,134,42,39,43,20,12,38,72,52,23,32,34,42,42,35,50,44,54,40,45,48,58,32,40,37,30,34,9,16,47,29,44,43,41,39,36,17,7,27,34,33,42,35,39,23,47,42,31,25,37,26,19,39,49,52,28,24,37,8,46,51,32,33,34,44,128,37,49,41,28,29,27,19,32,32,37,31,13,28,48,29,46,10,48,28,30,11,38,33,37,36,43,26,20,36,29,37,33,30,33,22,50,22,43,15,28,22,7,13,10,42,42,43,45,32,55,49,18,12,17,12,37,37,22,56,53,26,30,3,5,23,11,6,23,14,36,15,20,21,7,14,12,23,9,21,35,55,50,51,33,53,23,10,25,58,26,26,33,65,15,31,31,20,40,18,23,34,32,44,58,84,22,15,2,19,40,47,19,33,30,7,19,8,98,54,23,45,39,20,43,38,34,29,46,18,47,44,68,28,28,17,18,14,10,6,63,28,26,3,58,55,44,23,32,33,15,24,6,67,34,39,36,54,47,48,30,9,13,21,31,29,22,16,53,49,26,15,41,48,9,48,35,18,15,35,15,27,9,18,12,38,34
150302000,73,91,79,33,53,34,41,43,10,22,64,31,69,35,72,8,30,73,58,30,26,33,22,30,57,89,58,58,23,32,48,74,112,31,32,55,83,62,18,62,50,40,58,38,51,86,38,42,17,39,38,25,52,34,50,24,33,48,115,55,41,35,38,23,24,63,80,62,31,38,42,51,24,48,39,66,32,40,48,54,29,32,49,39,18,24,26,45,40,35,55,44,53,48,25,33,24,39,47,55,34,62,20,43,33,32,16,44,33,21,51,67,50,45,43,40,14,49,29,40,48,33,45,105,45,45,46,36,42,43,34,46,52,43,29,25,36,44,26,47,15,53,36,37,42,36,28,44,43,43,41,18,35,50,44,34,33,24,19,56,26,51,21,34,23,12,14,18,49,48,65,54,30,39,46,23,26,29,16,30,45,21,36,43,33,48,11,18,22,18,14,30,23,38,29,23,28,14,33,17,34,10,33,25,70,72,54,38,65,26,10,23,63,25,30,41,64,32,31,30,19,27,24,25,33,25,60,69,66,22,18,4,26,37,33,32,31,29,20,33,18,83,43,27,30,21,38,18,19,35,51,46,22,21,29,85,33,35,25,19,17,18,12,68,20,20,12,63,46,49,23,27,32,26,25,7,50,33,33,27,50,42,42,28,22,28,23,34,27,28,20,63,50,28,35,35,69,18,36,17,19,23,35,24,23,11,16,14,31,27
150302500,69,93,76,31,27,56,38,41,17,34,70,36,69,30,52,12,49,85,45,28,25,38,35,38,55,98,51,43,27,35,39,83,103,21,35,74,94,54,42,76,57,32,45,55,68,83,37,30,10,27,40,15,45,39,32,28,29,54,104,48,53,39,36,34,27,53,60,61,32,45,36,49,31,48,33,48,30,31,29,51,33,34,50,38,33,34,36,46,30,53,54,45,38,55,32,42,34,38,48,52,24,54,15,33,46,44,19,40,32,28,51,43,38,49,45,38,13,40,40,30,60,48,28,74,31,53,39,35,47,37,31,37,61,36,45,39,46,38,20,29,29,64,52,45,25,31,36,44,39,44,52,28,51,43,50,47,24,45,32,45,13,43,25,31,34,20,14,36,52,59,67,57,34,39,41,43,39,25,28,43,55,29,42,50,39,65,13,29,28,21,13,36,24,21,30,18,28,12,33,29,32,20,34,29,74,54,42,29,77,33,9,24,64,33,35,35,57,37,24,29,13,40,35,30,34,29,95,80,60,34,43,29,24,31,36,36,30,15,65,42,38,62,49,37,17,28,38,46,31,45,33,33,15,40,31,73,19,38,31,35,31,21,19,54,27,40,30,60,47,38,20,24,32,22,29,10,76,30,35,38,70,46,36,37,20,24,22,25,25,28,22,58,46,20,17,46,74,27,42,22,26,24,33,25,23,14,34,25,28,40
150303000,64,109,73,30,27,60,47,32,19,18,79,46,81,30,73,15,42,90,66,28,30,39,29,32,69,90,53,60,26,27,27,57,111,35,32,57,91,64,36,56,51,34,56,46,50,101,43,35,8,25,47,31,61,40,48,16,31,134,105,32,36,49,52,29,34,60,66,38,31,37,36,46,35,63,54,56,41,29,43,46,22,43,37,35,45,35,45,41,39,50,45,44,35,66,39,59,35,27,58,56,33,38,17,38,43,52,22,38,36,26,63,60,49,34,50,41,11,48,42,37,42,41,32,95,29,50,46,39,50,19,28,31,39,39,50,31,38,39,17,39,24,57,57,37,24,36,38,43,42,38,49,20,60,47,34,53,25,32,33,33,24,43,43,34,50,16,14,26,41,54,56,71,23,48,38,46,14,17,27,60,62,35,39,56,51,35,18,45,35,17,12,25,31,31,30,31,67,10,47,31,47,33,48,29,70,56,32,23,70,40,19,35,49,24,25,27,80,40,24,23,18,61,26,34,29,45,89,76,55,29,39,50,31,36,39,34,38,37,57,33,39,57,59,39,37,31,42,14,28,63,33,25,25,31,39,80,28,35,28,40,29,25,43,35,48,38,34,61,33,35,24,24,28,46,30,13,63,30,36,21,45,55,39,51,30,32,28,27,38,27,21,49,59,30,18,43,82,33,32,21,50,27,39,25,24,26,40,36,38,38
150303500,70,79,92,29,29,53,47,43,8,16,80,34,76,35,86,13,30,92,61,34,45,35,32,28,40,88,81,67,26,34,21,65,116,22,43,49,76,57,33,84,92,36,51,45,41,69,24,39,25,23,21,25,46,39,46,30,21,186,114,28,38,53,23,33,29,77,71,44,32,44,16,51,39,46,42,50,37,47,36,45,40,63,35,44,36,31,27,40,30,65,53,48,40,53,41,42,32,44,47,41,52,44,20,55,42,58,26,30,29,27,43,57,59,36,57,31,17,63,40,37,35,41,49,112,33,52,42,50,34,41,43,47,49,46,35,28,37,48,18,44,17,62,53,36,31,21,41,65,48,37,54,27,55,62,60,50,26,27,23,53,26,61,33,30,45,27,15,45,41,50,62,53,29,56,51,44,25,23,24,38,63,35,36,67,46,47,12,22,26,15,11,37,23,39,34,25,51,20,29,25,32,15,47,31,47,53,38,27,75,34,9,40,49,28,27,39,72,22,29,25,25,60,25,30,32,23,61,65,74,29,17,5,34,42,46,44,47,39,28,35,23,71,69,34,27,23,33,23,30,34,36,43,46,45,45,64,39,33,24,29,17,19,26,61,30,35,15,84,63,30,25,37,43,38,40,13,70,29,41,26,54,49,47,27,24,27,26,13,39,41,37,70,42,37,39,35,79,18,43,15,42,29,30,36,26,26,26,22,31,48
150304000,58,76,83,35,25,56,44,40,12,18,62,35,64,34,97,12,32,122,55,46,47,43,46,30,49,91,84,43,20,34,41,50,95,34,24,71,82,71,39,71,71,41,45,42,57,99,40,38,26,26,43,27,30,42,33,30,20,351,114,33,53,49,38,34,26,68,78,52,24,36,11,38,35,53,39,69,54,38,28,40,42,46,39,41,41,32,30,50,34,40,44,48,28,37,22,31,51,46,34,45,36,44,22,46,34,48,27,41,24,28,36,43,58,32,41,25,19,47,41,38,37,43,44,102,43,36,48,44,47,47,22,58,57,33,29,29,30,51,36,52,37,57,37,49,35,37,40,57,31,35,55,18,61,48,49,55,19,30,26,43,25,45,24,43,35,22,20,31,39,59,63,57,33,58,46,49,29,21,22,41,52,31,36,57,46,57,15,28,38,24,21,28,15,33,33,28,34,15,29,31,38,17,34,34,73,57,39,40,94,29,13,24,51,27,29,43,52,43,23,35,25,65,36,32,42,24,64,81,52,18,36,13,38,30,46,32,56,34,35,32,25,78,58,39,16,28,53,28,21,54,36,40,21,41,39,94,36,51,30,27,24,20,24,64,28,34,26,63,38,45,25,27,26,32,25,10,106,30,33,26,57,46,51,34,9,28,30,29,28,48,26,64,29,38,13,47,79,24,34,17,42,40,30,24,31,21,32,30,28,33
150304500,46,75,86,37,30,75,42,37,22,26,53,31,66,33,75,8,52,110,38,54,36,33,48,32,51,74,64,52,16,25,24,43,124,25,43,56,48,81,34,81,64,34,70,40,70,97,34,27,15,26,45,25,45,44,46,27,43,72,102,46,30,47,37,29,36,85,73,49,22,30,28,37,52,46,36,27,24,38,42,44,24,39,42,43,34,28,29,47,30,37,49,28,65,47,42,40,29,37,43,37,27,39,18,27,33,49,25,30,28,31,66,53,51,37,27,34,12,38,39,34,40,50,41,82,35,46,45,32,41,25,30,44,37,30,40,41,41,36,22,41,38,47,40,40,29,41,30,44,39,37,48,23,61,45,39,62,17,26,25,43,22,43,42,28,23,17,21,26,49,58,51,52,29,48,50,33,40,18,22,45,52,34,42,59,47,28,20,35,28,18,19,20,28,34,56,28,31,17,48,49,37,31,41,21,65,47,45,37,82,25,27,24,62,26,43,34,61,26,19,29,30,72,32,24,25,26,72,82,46,26,54,20,33,41,37,30,31,30,33,31,42,96,51,22,23,36,32,29,15,41,40,57,25,52,24,67,41,27,20,27,23,48,31,73,31,30,32,57,48,40,28,32,32,38,10,14,79,31,47,23,46,40,41,31,24,37,26,29,33,21,31,68,38,24,26,42,78,23,36,26,31,54,37,18,35,17,24,27,20,36
150305000,59,70,68,22,37,54,34,32,7,27,57,28,63,23,51,13,39,77,49,43,28,27,26,19,54,81,59,57,30,32,31,63,97,33,38,44,61,43,38,67,61,47,75,48,62,65,28,53,18,26,43,25,51,26,42,19,48,51,121,33,41,39,32,16,31,61,56,52,36,37,36,39,28,41,50,40,39,37,51,36,34,34,27,23,36,19,13,48,17,40,56,39,55,40,31,22,32,50,55,48,31,44,19,32,37,55,36,42,34,27,64,49,50,27,25,35,15,47,33,31,37,35,40,106,31,57,42,36,37,33,30,38,43,34,41,24,43,42,20,44,36,61,42,41,31,35,24,50,48,44,50,27,61,54,44,41,26,19,27,43,24,53,35,21,22,21,7,29,48,44,38,44,34,44,60,45,25,21,10,44,54,20,32,61,30,33,6,17,24,9,10,20,14,26,37,21,35,10,21,14,28,18,44,35,59,61,44,26,84,16,25,26,59,18,20,23,43,27,21,28,24,41,30,28,31,30,61,64,74,27,16,9,20,36,26,24,22,28,8,29,27,86,39,28,37,31,49,26,20,33,43,40,26,42,20,78,25,25,16,34,18,18,24,64,24,32,5,68,56,36,27,29,30,15,22,15,101,20,40,22,46,32,30,24,16,18,27,24,20,32,28,49,26,16,32,36,51,13,53,25,27,21,49,16,13,24,36,15,22,36
150305500,82,89,94,20,36,68,36,68,16,31,72,33,76,23,94,11,23,102,58,36,40,41,40,29,50,74,63,44,32,53,34,57,93,58,36,65,66,66,39,68,75,36,57,50,65,56,43,39,13,18,25,27,48,28,54,34,38,49,118,33,55,51,17,19,29,66,90,44,21,40,41,44,37,39,44,58,46,29,61,46,35,48,53,58,29,31,34,55,33,39,44,51,38,60,52,53,37,66,60,55,50,34,14,36,47,66,36,17,44,28,64,39,68,44,38,48,22,50,50,49,32,73,38,86,52,67,78,53,66,44,38,58,61,29,52,47,52,42,26,41,38,65,51,39,25,48,63,45,43,49,56,37,56,68,71,49,26,33,30,62,26,56,41,38,40,26,8,41,54,68,70,44,38,46,56,40,19,31,13,85,77,29,37,68,48,48,23,42,60,22,28,23,31,42,47,25,51,27,29,38,54,44,42,36,86,50,55,41,90,31,13,23,65,32,28,26,80,21,22,32,9,64,29,34,47,41,59,63,65,27,29,6,32,40,34,34,30,29,21,31,21,109,42,46,31,23,45,20,21,45,44,45,33,50,23,73,22,27,44,36,24,25,30,44,33,31,17,59,44,39,27,23,28,43,29,31,67,36,38,30,58,46,42,55,27,20,24,34,23,30,37,54,51,24,20,46,59,33,64,25,31,25,38,38,23,33,32,17,23,34
150306000,55,84,97,29,32,38,60,48,12,32,68,36,74,28,82,18,27,98,42,27,32,54,30,32,54,72,57,49,26,48,55,72,98,40,31,61,70,61,14,59,80,46,54,49,55,76,38,31,17,24,38,25,49,34,47,33,38,62,144,40,37,56,33,37,38,63,65,55,32,36,40,37,39,49,39,44,45,39,57,40,25,63,35,40,42,22,29,46,29,36,45,44,56,48,32,28,43,39,52,40,32,74,22,59,40,62,28,33,34,24,52,53,57,29,37,42,14,52,43,47,48,49,37,115,33,58,48,40,51,31,23,39,72,40,35,35,47,33,28,48,36,50,42,38,29,38,39,31,38,41,55,25,57,52,50,33,29,25,29,33,27,44,23,26,43,17,18,31,39,68,73,53,26,55,47,39,30,23,14,70,54,25,38,48,50,48,23,37,39,14,22,27,29,37,26,27,36,18,14,20,36,25,39,29,72,54,45,21,70,25,22,28,52,34,29,40,65,30,37,29,33,41,31,21,47,30,62,72,77,34,15,6,18,41,31,28,46,31,21,41,23,88,55,26,17,29,37,24,28,39,28,53,27,60,45,74,19,26,33,41,19,13,18,38,27,34,9,56,45,43,29,21,37,34,28,7,48,41,28,39,54,43,40,33,26,33,14,43,9,34,29,58,31,27,31,59,64,22,58,21,31,21,26,30,29,11,15,10,35,44
